Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19029770,04/23/2019,22:02,04/23/2019,22:02,,,Assault (Non-Aggravated),90J,Trespass of Real Property,641,7300  N WALLACE AVE,KANSAS CITY,64158,,SCP,Y,VIC,W,F,24,false,"7300  N WALLACE AVE
KANSAS CITY 64158
(39.225249, -94.47855)"
KC19023615,04/01/2019,18:36,04/01/2019,18:36,,,Assault (Non-Aggravated),13B,Simple Assault,323,2200  MONTGALL AVE,KANSAS CITY,,PJ1851,EPD,N,SUS,W,F,40,false,"2200  MONTGALL AVE
KANSAS CITY
(39.085521, -94.550939)"
KC19033561,05/07/2019,17:15,05/07/2019,17:15,05/07/2019,17:30,Domestic Violence Property Damage,290,Vandalism/Destruction of Property,642,9800  N HOLMES ST,KANSAS CITY,64155,PC0226,SCP,Y,VIC,W,F,19,false,"9800  N HOLMES ST
KANSAS CITY 64155
(39.27143, -94.571556)"
KC19036403,05/17/2019,13:57,05/17/2019,13:57,05/17/2019,13:57,Trespass of Real Property,90J,Trespass of Real Property,341,1700  S BELLAIRE AVE,KANSAS CITY,64126,,EPD,N,VIC,U,M,46,false,"1700  S BELLAIRE AVE
KANSAS CITY 64126
(39.090258, -94.513802)"
KC19026976,04/13/2019,17:19,04/12/2019,17:05,04/12/2019,17:05,Stealing – Shoplift,23C,Shoplifting,315,5800  WILSON AVE,KANSAS CITY,64123,PJ0649,EPD,N,VIC,,,,false,"5800  WILSON AVE
KANSAS CITY 64123
(39.105475, -94.514015)"
KC19033800,05/08/2019,14:39,05/03/2019,12:00,05/08/2019,14:30,Burglary (Residential),220,Burglary/Breaking and Entering,242,3700  E 70 ST,KANSAS CITY,64132,,MPD,N,VIC,,,,false,"3700  E 70 ST
KANSAS CITY 64132
(38.999779, -94.543973)"
KC19024866,04/05/2019,21:23,04/04/2019,16:00,,,Assault (Non-Aggravated),,,,3700  JACKSON AVE,KANSAS CITY,64117,,,N,VIC,B,M,63,false,"3700  JACKSON AVE
KANSAS CITY 64117
(39.058355, -94.534982)"
KC19031473,04/30/2019,10:11,04/29/2019,17:30,,,Stealing – Other,23H,All Other Larceny,535,12900  WORNALL RD,KANSAS CITY,64145,PJ7360,SPD,N,VIC,W,F,82,false,"12900  WORNALL RD
KANSAS CITY 64145
(38.89203, -94.595109)"
KC19025130,04/07/2019,01:56,04/06/2019,17:00,04/07/2019,00:15,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,134,200  W 46TH TER,KANSAS CITY,64112,PJ3706,CPD,N,SUS,B,M,30,false,"200  W 46TH TER
KANSAS CITY 64112
(39.04328, -94.591613)"
KC19022650,03/28/2019,20:45,03/28/2019,20:40,03/28/2019,22:30,Robbery (Business),120,Robbery,423,300  NE BARRY RD,KANSAS CITY,64155,PC0342,NPD,N,VIC WIT,W,F,20,true,"300  NE BARRY RD
KANSAS CITY 64155
(39.246412, -94.577156)"
KC19029342,04/22/2019,14:05,04/21/2019,19:39,,,Assault (Aggravated),13A,Aggravated Assault,324,4200  E 24TH ST,KANSAS CITY,64127,PJ2047,EPD,N,VIC,W,M,,true,"4200  E 24TH ST
KANSAS CITY 64127
(39.082288, -94.533789)"
KC19036636,05/18/2019,10:50,05/17/2019,22:00,05/18/2019,09:00,Property Damage,290,Vandalism/Destruction of Property,233,8100  CAMPBELL ST,KANSAS CITY,64131,,MPD,N,CMP VIC,W,F,22,false,"8100  CAMPBELL ST
KANSAS CITY 64131
(38.980837, -94.578542)"
KC19022576,03/28/2019,15:09,03/28/2019,13:00,03/28/2019,17:53,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,334,4900  E 45TH ST,KANSAS CITY,,,EPD,Y,ARR CHA SUS,B,M,,false,"4900  E 45TH ST
KANSAS CITY
(39.043692, -94.527634)"
KC19025144,04/07/2019,03:45,04/07/2019,03:45,,,Property Damage,290,Vandalism/Destruction of Property,542,7200  E 88TH TER,KANSAS CITY,64137,,SPD,N,VIC,B,M,27,false,"7200  E 88TH TER
KANSAS CITY 64137
(38.963565, -94.504556)"
KC19023443,04/01/2019,09:10,04/01/2019,09:10,,,Trespass of Real Property,90J,Trespass of Real Property,,2400  GRAND,KANSAS CITY,64108,,CPD,N,VIC,,,,false,"2400  GRAND
KANSAS CITY 64108
(39.083217, -94.581847)"
KC19029612,04/23/2019,13:54,04/16/2019,18:00,04/23/2019,13:05,Stealing from Auto (Auto Part or Accessory),23G,Theft of Vehicle Parts and Accessories,242,7100  COLLEGE AVE,KANSAS CITY,64132,PJ5455,MPD,N,VIC,B,F,24,false,"7100  COLLEGE AVE
KANSAS CITY 64132
(38.997545, -94.548763)"
KC19035703,05/15/2019,08:31,05/15/2019,09:15,,,Outside State Warrant Arrest,220,Burglary/Breaking and Entering,212,5100  BOOTH,KANSAS,64133,,MPD,N,ARR CHA SUS,B,M,41,false,
KC19030027,04/24/2019,18:06,04/24/2019,18:09,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,2000  WHEELING AVE,KANSAS CITY,64126,,EPD,Y,ARR CHA SUS,B,M,25,false,"2000  WHEELING AVE
KANSAS CITY 64126
(39.086905, -94.511046)"
KC19021951,03/26/2019,14:45,03/26/2019,14:51,,,Terroristic Threats,,,112,300  W 8TH ST,KANSAS CITY,64101,PJ0704,CPD,N,SUS,U,U,,false,
KC19028218,04/18/2019,08:38,04/17/2019,21:00,04/18/2019,14:00,Missing/Runaway Juvenile,,,212,5300  E 53RD ST,KANSAS CITY,,PJ4385,MPD,N,VIC   RNA LOD,W,F,,false,"5300  E 53RD ST
KANSAS CITY
(39.029011, -94.523276)"
KC19036842,05/19/2019,07:05,05/19/2019,05:00,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,642,4600  NE 83RD TER,KANSAS CITY,64119,PC0374,SCP,Y,ARR CHA SUS,B,M,32,false,"4600  NE 83RD TER
KANSAS CITY 64119
(39.243773, -94.524388)"
KC19036914,05/19/2019,16:05,05/17/2019,21:00,05/18/2019,07:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,644,11700  N BELLEFONTAINE AVE,KANSAS CITY,64156,,SCP,N,VIC,W,F,22,false,"11700  N BELLEFONTAINE AVE
KANSAS CITY 64156
(39.305822, -94.542331)"
KC19036057,05/16/2019,12:47,05/16/2019,10:15,05/16/2019,12:30,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,,13700  42 ST,INDEPENDENCE,,,,N,SUS,B,M,39,false,
KC19029586,04/23/2019,12:46,04/23/2019,12:50,,,Legacy Incident Report/Arrest,,,112,1100  LOCUST ST,KANSAS CITY,64106,PJ1029,CPD,N,ARR CHA SUS,B,M,,false,"1100  LOCUST ST
KANSAS CITY 64106
(39.10091, -94.577328)"
KC19025444,04/08/2019,13:17,04/08/2019,13:17,04/08/2019,13:45,Trespass of Real Property,90J,Trespass of Real Property,114,1700  WEST PENNWAY TER,KANSAS CITY,64105,,CPD,N,VIC,W,F,55,false,"1700  WEST PENNWAY TER
KANSAS CITY 64105
(39.093152, -94.596802)"
KC19028564,04/19/2019,10:40,04/19/2019,10:35,,,Vehicular – Injury,,,115,E 27TH ST and CHERRY ST,KANSAS CITY,64108,PJ2152,CPD,N,CHA VDR,W,F,57,false,"E 27TH ST and CHERRY ST
KANSAS CITY 64108
(39.076728, -94.577429)"
KC19033528,05/07/2019,16:08,03/15/2019,12:00,03/17/2019,12:00,Fraud / Stealing Through Deceit (Scam/Confidence Game),26A,False Pretenses / Swindle,123,2000  BROOKLYN AVE,KANSAS CITY,64127,PJ1739,CPD,N,SUS,U,M,,false,"2000  BROOKLYN AVE
KANSAS CITY 64127
(39.088022, -94.556606)"
KC19025344,04/08/2019,04:12,04/08/2019,04:12,,,Property Damage,290,Vandalism/Destruction of Property,342,3900  HARDY AVE,KANSAS CITY,64130,,,N,SUS,W,M,37,false,"3900  HARDY AVE
KANSAS CITY 64130
(39.051743, -94.456888)"
KC19024946,04/06/2019,08:15,04/03/2019,19:00,04/06/2019,07:20,Burglary (Residential),220,Burglary/Breaking and Entering,315,5600  ST JOHN AVE,KANSAS CITY,,,,N,ARR,B,F,47,false,"5600  ST JOHN AVE
KANSAS CITY
(39.112361, -94.516125)"
KC19026280,04/11/2019,00:34,04/11/2019,00:30,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,323,2000  COLLEGE AVE,KANSAS CITY,64127,PJ1773,EPD,Y,VIC,B,F,33,true,"2000  COLLEGE AVE
KANSAS CITY 64127
(39.087983, -94.544466)"
KC19032063,05/02/2019,11:35,05/01/2019,17:30,05/02/2019,10:00,Stealing – Other,23H,All Other Larceny,133,4000  LOCUST ST,KANSAS CITY,64110,PJ3180,CPD,N,VIC,,,,false,"4000  LOCUST ST
KANSAS CITY 64110
(39.053907, -94.580427)"
KC19022408,03/28/2019,02:09,03/27/2019,23:35,,,Possession of Stolen Property,280,Stolen Property Offenses,312,5400  E 11TH ST,KANSAS CITY,64127,PJ1079,EPD,N,SUS,W,M,,false,"5400  E 11TH ST
KANSAS CITY 64127
(39.098976, -94.519096)"
KC19035410,05/14/2019,10:39,05/14/2019,10:30,05/14/2019,10:57,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,421,100  HARLEM NW,KANSAS CITY,64156,,NPD,Y,ARR CHA SUS,W,M,26,false,"100  HARLEM NW
KANSAS CITY 64156
(39.117421, -94.587877)"
KC19031166,04/29/2019,12:06,04/28/2019,20:00,04/29/2019,10:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,413,6200  N LONDON AVE,KANSAS CITY,64151,,NPD,N,VIC,,,,false,"6200  N LONDON AVE
KANSAS CITY 64151
(39.207783, -94.633951)"
KC19033871,05/08/2019,18:30,01/01/2013,00:01,01/01/2018,00:01,Sexual Misconduct,370,Pornography / Obscene Material,642,10100  N HIGHLAND PL,KANSAS CITY,64155,PC0224,SCP,N,SUS PNT,W,M,,false,"10100  N HIGHLAND PL
KANSAS CITY 64155
(39.276934, -94.557964)"
KC19022766,03/29/2019,13:12,02/12/2019,09:00,02/12/2019,21:00,Identity Theft,26F,Identity Theft,333,4000  AGNES AVE,KANSAS CITY,64130,PJ3282,EPD,N,SUS,B,M,,false,"4000  AGNES AVE
KANSAS CITY 64130
(39.053341, -94.549087)"
KC19034578,05/11/2019,09:05,05/09/2019,16:00,,,Stealing – Other,23H,All Other Larceny,332,2600  E 33RD ST,KANSAS CITY,,PJ2732,EPD,N,SUS,B,M,,false,"2600  E 33RD ST
KANSAS CITY
(39.066241, -94.553013)"
KC19023151,03/30/2019,23:21,03/30/2019,23:21,,,Eluding / Resisting a Lawful Stop,90Z,All Other Offenses,242,BRUCE R WATKINS DR S and E 75TH ST,KANSAS CITY,,PJ5548,MPD,N,ARR CHA INA SUS,W,M,56,false,
KC19027699,04/16/2019,11:25,04/16/2019,12:30,,,Burglary (Non-Residential),220,Burglary/Breaking and Entering,,4200  N CORRINGTON AVE,KANSAS CITY,64117,,,N,CMP VIC,W,M,46,false,"4200  N CORRINGTON AVE
KANSAS CITY 64117
(39.168712, -94.496257)"
KC19026328,04/11/2019,09:34,04/11/2019,10:03,,,Legacy Incident Report/Arrest,,,113,900  E 21ST ST,KANSAS CITY,64108,PJ1725,CPD,N,VIC,W,M,54,false,"900  E 21ST ST
KANSAS CITY 64108
(39.087458, -94.572775)"
KC19033912,05/08/2019,20:03,05/08/2019,20:03,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,115,2500  CHERRY ST,KANSAS CITY,64108,,CPD,Y,VIC,B,M,34,false,"2500  CHERRY ST
KANSAS CITY 64108
(39.081579, -94.577171)"
KC19029835,04/24/2019,08:31,04/24/2019,08:30,,,Harassment / Intimidation - Sex Crimes,13C,Intimidation,,3200  NE 47 ST,KANSAS CITY,64119,,SCP,N,VIC,W,F,80,false,"3200  NE 47 ST
KANSAS CITY 64119
(39.179208, -94.543794)"
KC19024927,04/06/2019,03:43,04/06/2019,03:30,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,,4000  E 58 ST,KANSAS CITY,64130,,,Y,VIC,B,M,26,true,"4000  E 58 ST
KANSAS CITY 64130
(39.020522, -94.539116)"
KC19022472,03/28/2019,10:04,03/28/2019,10:04,03/28/2019,10:56,Possession of Stolen Property,35A,Drug / Narcotic Violations,144,EMANUEL CLEAVER II BLVD and BRUCE R WATKINS DR S,KANSAS CITY,64130,PJ3649,CPD,N,VIC,,,,false,
KC19035328,05/13/2019,22:24,05/13/2019,22:24,,,Outside State Warrant Arrest,,,341,E 13TH ST and WINCHESTER AVE,KANSAS CITY,,PJ1358,EPD,N,SUS,B,F,30,false,"E 13TH ST and WINCHESTER AVE
KANSAS CITY
(39.095455, -94.500914)"
KC19028276,04/18/2019,13:10,04/18/2019,11:45,,,Interdiction,,,122,1100  TROOST AVE,KANSAS CITY,64106,PJ1046,CPD,N,SUS,W,M,29,false,"1100  TROOST AVE
KANSAS CITY 64106
(39.10068, -94.569846)"
KC19031199,04/29/2019,12:39,04/29/2019,12:30,,,Robbery (Armed Street),120,Robbery,322,5100  WINNER RD,KANSAS CITY,64127,PJ1143,EPD,N,ARR CHA VDR,B,M,36,true,"5100  WINNER RD
KANSAS CITY 64127
(39.098756, -94.520513)"
KC19036232,05/16/2019,23:07,05/16/2019,22:50,,,Assault (Aggravated),13A,Aggravated Assault,,44 ST and SOUTH BENTON,KANSAS CITY,64130,,,N,VIC,B,M,,true,
KC19026228,04/10/2019,19:52,04/10/2019,19:45,,,Stealing – Shoplift,23C,Shoplifting,331,3100  PROSPECT AVE,KANSAS CITY,64128,PJ2572,EPD,N,VIC,,,,false,"3100  PROSPECT AVE
KANSAS CITY 64128
(39.069546, -94.552856)"
KC19027234,04/14/2019,23:10,04/14/2019,23:10,04/14/2019,23:30,State Warrant Arrest,,,343,JACKSON AVE and E 31ST ST,KANSAS CITY,,PJ2498,EPD,N,ARR SUS,W,M,50,false,"JACKSON AVE and E 31ST ST
KANSAS CITY
(39.069278, -94.534462)"
KC19021773,03/25/2019,21:51,03/25/2019,22:00,,,Legacy Incident Report/Arrest,,,112,1100  LOCUST ST,KANSAS CITY,64106,PJ1029,CPD,N,SUS,W,M,55,false,"1100  LOCUST ST
KANSAS CITY 64106
(39.10091, -94.577328)"
KC19034493,05/10/2019,21:31,05/10/2019,21:31,,,Robbery (Strong Armed Street),120,Robbery,,5300  OAKLEAF DR,KANSAS CITY,,,,N,SUS,B,M,20,false,"5300  OAKLEAF DR
KANSAS CITY
(39.028012, -94.502173)"
KC19028992,04/21/2019,00:13,04/21/2019,00:12,04/21/2019,01:00,Assault (Aggravated),13A,Aggravated Assault,222,1700  E 51ST ST,KANSAS CITY,64130,PJ4056,MPD,N,VIC,W,F,38,true,
KC19024877,04/05/2019,19:15,04/04/2019,23:30,04/05/2019,,Assault (Aggravated),13A,Aggravated Assault,241,6600  WALROND AVE,KANSAS CITY,64132,PJ5117,MPD,N,SUS,B,F,29,true,"6600  WALROND AVE
KANSAS CITY 64132
(39.007549, -94.549433)"
KC19025940,04/09/2019,22:13,04/09/2019,22:15,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,642,4500  NE 95TH ST,KANSAS CITY,,PC0243,SCP,Y,ARR CHA SUS,W,M,48,false,"4500  NE 95TH ST
KANSAS CITY
(39.26549, -94.525779)"
KC19030984,04/28/2019,15:38,04/20/2019,22:30,04/21/2019,05:00,Stealing from Building/Residence,23D,Theft From Building,133,500  WESTPORT RD,KANSAS CITY,64111,,CPD,N,VIC,W,M,38,false,"500  WESTPORT RD
KANSAS CITY 64111
(39.052791, -94.591596)"
KC19027247,04/15/2019,00:38,04/15/2019,00:15,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),26A,False Pretenses / Swindle,533,1300  W 103RD ST,KANSAS CITY,64114,PJ6683,SPD,N,VIC,,,,false,"1300  W 103RD ST
KANSAS CITY 64114
(38.942021, -94.607128)"
KC19034171,05/09/2019,16:21,05/09/2019,07:25,05/09/2019,16:20,Burglary (Residential),220,Burglary/Breaking and Entering,231,200  W 77TH TER,KANSAS CITY,64114,PJ5720,MPD,N,VIC,B,F,37,false,"200  W 77TH TER
KANSAS CITY 64114
(38.987713, -94.59227)"
KC19036737,05/18/2019,17:57,05/18/2019,18:30,,,Outside State Warrant Arrest,,,643,8500  N CHURCH RD,KANSAS CITY,64157,PC0282,SCP,N,ARR,W,M,27,false,"8500  N CHURCH RD
KANSAS CITY 64157
(39.246042, -94.458722)"
KC19030065,04/24/2019,20:31,04/24/2019,21:40,,,Outside State Warrant Arrest,,,345,4900  RAYTOWN RD,KANSAS CITY,64133,PJ4151,EPD,N,ARR,,M,26,false,"4900  RAYTOWN RD
KANSAS CITY 64133
(39.035237, -94.474795)"
KC19026453,04/11/2019,17:28,04/11/2019,17:28,,,Harassment / Intimidation - Sex Crimes,13C,Intimidation,234,9100  HOLMES RD,KANSAS CITY,,PJ6358,MPD,Y,SUS,W,M,49,false,"9100  HOLMES RD
KANSAS CITY
(38.962612, -94.581671)"
KC19027844,04/16/2019,20:10,04/16/2019,06:15,04/16/2019,19:45,Stealing from Auto (Auto Part or Accessory),23G,Theft of Vehicle Parts and Accessories,642,500  NE BARRY RD,KANSAS CITY,64155,PC0340,SCP,N,VIC,W,M,28,false,"500  NE BARRY RD
KANSAS CITY 64155
(39.246357, -94.574191)"
KC19037184,05/20/2019,14:02,05/18/2019,13:00,,,Violation of Ex-Parte Order of Protection,90Z,All Other Offenses,412,6100  N HOLLY ST,KANSAS CITY,64118,,NPD,N,CMP VIC,W,F,27,false,"6100  N HOLLY ST
KANSAS CITY 64118
(39.200842, -94.593404)"
KC19023602,04/01/2019,18:20,03/20/2019,13:47,03/20/2019,14:03,Stealing – Shoplift,23C,Shoplifting,641,8100  N FLINTLOCK RD,KANSAS CITY,64158,PC0406,SCP,N,SUS,B,F,22,false,"8100  N FLINTLOCK RD
KANSAS CITY 64158
(39.240204, -94.466698)"
KC19034861,05/12/2019,13:43,03/15/2019,06:00,03/15/2019,21:00,Stealing from Building/Residence,23H,All Other Larceny,635,3900  N DENVER AVE,KANSAS CITY,64117,,,N,VIC,W,M,62,false,"3900  N DENVER AVE
KANSAS CITY 64117
(39.16487, -94.520311)"
KC19025054,04/06/2019,17:10,04/06/2019,16:49,,,Stealing – Other,23H,All Other Larceny,635,7100  NE PARVIN RD,KANSAS CITY,64117,PC1130,SCP,N,SUS,B,M,20,false,"7100  NE PARVIN RD
KANSAS CITY 64117
(39.168919, -94.496877)"
KC19027046,04/13/2019,23:17,04/13/2019,23:10,,,Violation of Ex-Parte Order of Protection,,,415,3500  NW 71ST ST,KANSAS CITY,64151,PP0577,NPD,Y,SUS,W,F,39,false,"3500  NW 71ST ST
KANSAS CITY 64151
(39.222419, -94.620972)"
KC19022118,03/27/2019,06:23,03/26/2019,20:00,,,Unfounded,,,422,3800  NW BARRY RD,KANSAS CITY,64154,,,N,CMP VIC,B,M,51,false,"3800  NW BARRY RD
KANSAS CITY 64154
(39.246545, -94.624219)"
KC19026822,04/13/2019,00:52,04/13/2019,00:52,,,Alcohol Influence Report,90D,Driving Under the Influence,112,W 12TH ST and BROADWAY BLVD,KANSAS CITY,64105,PJ1010,CPD,N,VIC,W,M,,true,"W 12TH ST and BROADWAY BLVD
KANSAS CITY 64105
(39.100114, -94.588419)"
KC19033651,05/08/2019,05:33,05/08/2019,01:00,05/08/2019,05:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,223,5700  COLLEGE AVE,KANSAS CITY,64130,PJ4618,MPD,N,VIC,B,M,23,false,"5700  COLLEGE AVE
KANSAS CITY 64130
(39.022655, -94.547363)"
KC19022542,03/28/2019,14:29,03/02/2019,11:06,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),250,Counterfeiting / Forgery,211,4200  E 50TH TER,KANSAS CITY,64130,,MPD,N,SUS,B,M,68,false,"4200  E 50TH TER
KANSAS CITY 64130
(39.033836, -94.536103)"
KC19033670,05/08/2019,06:47,05/07/2019,22:00,05/08/2019,06:30,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,213,7700  E 57TH ST,KANSAS CITY,64129,PJ4555,MPD,N,VIC,,,,false,"7700  E 57TH ST
KANSAS CITY 64129
(39.020838, -94.495644)"
KC19028125,04/17/2019,19:26,04/17/2019,19:28,,,Robbery (Armed Street),120,Robbery,533,11100  HOLMES RD,KANSAS CITY,64131,PJ7024,SPD,N,VIC,W,M,39,true,"11100  HOLMES RD
KANSAS CITY 64131
(38.925519, -94.583389)"
KC19033716,05/08/2019,10:20,05/08/2019,10:20,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,636,3600  N RANDOLPH RD,KANSAS CITY,64161,,SCP,Y,ARR CHA SUS,W,M,45,false,
KC19029150,04/21/2019,19:32,04/21/2019,19:29,,,Assault (Aggravated),13A,Aggravated Assault,223,E 63RD ST and PROSPECT AVE,KANSAS CITY,64130,PJ4826,MPD,N,SUS,B,M,,true,"E 63RD ST and PROSPECT AVE
KANSAS CITY 64130
(39.01244, -94.556175)"
KC19032626,05/04/2019,11:02,05/03/2019,21:00,05/04/2019,09:00,Stolen Auto,240,Motor Vehicle Theft,532,6300  E 102 TER,KANSAS CITY,64134,,SPD,N,SUS,U,U,,false,"6300  E 102 TER
KANSAS CITY 64134
(38.93914, -94.516263)"
KC19021493,03/24/2019,19:47,03/23/2019,17:00,03/23/2019,17:00,Molestation,11D,Forcible Fondling,643,9900  N KENTUCKY AVE,KANSAS CITY,64157,PC0207,SCP,N,VIC,B,F,,false,"9900  N KENTUCKY AVE
KANSAS CITY 64157
(39.272366, -94.46984)"
KC19025912,04/09/2019,20:15,04/09/2019,20:15,04/09/2019,21:30,Outside State Warrant Arrest,,,312,400  WALLACE AVE,KANSAS CITY,64124,,,N,SUS,W,M,48,false,"400  WALLACE AVE
KANSAS CITY 64124
(39.108357, -94.48315)"
KC19029898,04/24/2019,12:18,04/24/2019,12:32,,,Stealing from Building/Residence,23D,Theft From Building,233,7200  JEFFERSON,KANSAS CITY,,,MPD,N,VIC,W,F,70,false,"7200  JEFFERSON
KANSAS CITY
(38.997791, -94.597382)"
KC19030760,04/27/2019,08:59,04/26/2019,22:30,04/27/2019,13:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,134,4200  BRIDGER,KANSAS CITY,,,CPD,N,VIC,W,F,26,false,"4200  BRIDGER
KANSAS CITY
(39.05069, -94.593435)"
KC19023727,04/02/2019,08:20,04/02/2019,08:20,,,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19022430,03/28/2019,07:36,03/28/2019,07:30,,,Property Damage,290,Vandalism/Destruction of Property,221,E 47TH TER and VIRGINIA AVE,KANSAS CITY,64111,PJ3847,MPD,N,ARR CHA SUS,W,M,52,false,"E 47TH TER and VIRGINIA AVE
KANSAS CITY 64111
(39.03814, -94.523258)"
KC19033139,05/06/2019,12:27,05/05/2019,12:00,05/06/2019,09:30,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,133,3700  BROADWAY BLVD,KANSAS CITY,64111,,CPD,N,VIC,W,M,29,false,"3700  BROADWAY BLVD
KANSAS CITY 64111
(39.06095, -94.590523)"
KC19025722,04/09/2019,10:52,04/09/2019,10:52,04/09/2019,12:14,Suicide – Attempted,,,422,NW BARRY RD and N LINE CREEK PKWY N,KANSAS CITY,64153,PP0326,NPD,N,VIC,W,M,84,false,"NW BARRY RD and N LINE CREEK PKWY N
KANSAS CITY 64153
(39.246444, -94.618577)"
KC19020290,03/20/2019,09:25,03/19/2019,20:15,03/20/2019,08:20,Stealing from Auto (Theft from Auto),23H,All Other Larceny,422,5600  NW 87TH TER,KANSAS CITY,64154,PP0303,NPD,N,CMP VIC,W,F,44,false,"5600  NW 87TH TER
KANSAS CITY 64154
(39.25341, -94.646029)"
KC19033244,05/06/2019,17:02,05/01/2019,16:30,05/06/2019,16:45,Stealing from Auto (Auto Part or Accessory),23G,Theft of Vehicle Parts and Accessories,231,300  E GREGORY BLVD,KANSAS CITY,64114,PJ5347,MPD,N,VIC,W,M,61,false,"300  E GREGORY BLVD
KANSAS CITY 64114
(38.99923, -94.585665)"
KC19027536,04/15/2019,21:55,04/15/2019,21:30,04/15/2019,21:55,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,345,9200  E 50TH TER,KANSAS CITY,,PJ4151,EPD,Y,VIC,B,F,33,false,"9200  E 50TH TER
KANSAS CITY
(39.031219, -94.47285)"
KC19033150,05/06/2019,12:19,05/04/2019,09:00,,,Robbery (Armed Street),120,Robbery,134,EMANUEL CLEAVER II BLVD and OAK ST,KANSAS CITY,,PJ3651,CPD,N,ARR CHA SUS,B,M,,true,"EMANUEL CLEAVER II BLVD and OAK ST
KANSAS CITY
(39.042145, -94.582315)"
KC19029284,04/22/2019,11:33,04/21/2019,17:00,,,Stealing – Other,23H,All Other Larceny,342,E 24TH ST and HARDESTY AVE,KANSAS CITY,64127,PJ1992,EPD,N,VIC,B,F,55,false,
KC19027207,04/14/2019,19:21,04/14/2019,19:21,04/14/2019,20:00,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,334,4500  AGNES AVE,KANSAS CITY,,PJ3738,EPD,Y,ARR CHA SUS,B,M,31,false,"4500  AGNES AVE
KANSAS CITY
(39.044352, -94.55001)"
KC19032627,05/04/2019,10:13,05/04/2019,10:10,,,Stealing – Shoplift,23C,Shoplifting,234,8600  WARD PKWY,KANSAS CITY,64131,,MPD,N,SUS,B,F,21,false,"8600  WARD PKWY
KANSAS CITY 64131
(38.971462, -94.605386)"
KC19023859,04/02/2019,15:30,04/02/2019,15:28,04/02/2019,16:30,Arson,200,Arson,222,5300  WABASH AVE,KANSAS CITY,64130,PJ4292,MPD,N,VIC,,M,,false,"5300  WABASH AVE
KANSAS CITY 64130
(39.030198, -94.556104)"
KC19033023,05/05/2019,20:05,05/05/2019,20:05,,,Property Damage,290,Vandalism/Destruction of Property,644,11700  N WALROND AVE,KANSAS CITY,,,SCP,N,VIC,W,M,54,false,"11700  N WALROND AVE
KANSAS CITY
(39.305808, -94.540576)"
KC19034405,05/10/2019,12:36,05/10/2019,14:59,05/10/2019,15:54,Unfounded,240,Motor Vehicle Theft,222,5700  PASEO,KANSAS CITY,64110,PJ4565,MPD,N,VIC,,,,false,"5700  PASEO
KANSAS CITY 64110
(39.023212, -94.56821)"
KC19022879,03/29/2019,19:01,03/29/2019,19:22,03/29/2019,19:46,Stealing – Shoplift,23C,Shoplifting,531,4700  E BANNISTER RD,KANSAS CITY,64137,PJ6566,SPD,N,SUS,W,M,,false,"4700  E BANNISTER RD
KANSAS CITY 64137
(38.953573, -94.535256)"
KC19022283,03/27/2019,14:49,03/27/2019,13:31,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),26A,False Pretenses / Swindle,421,8300  NW PRAIRIE VIEW RD,KANSAS CITY,,,NPD,N,VIC,,,,false,"8300  NW PRAIRIE VIEW RD
KANSAS CITY
(39.24506, -94.659311)"
KC19030847,04/27/2019,19:32,04/27/2019,19:33,,,Assault (Aggravated),13A,Aggravated Assault,222,E 52ND ST and BROOKLYN AVE,KANSAS CITY,,PJ4165,MPD,N,VIC,B,F,,false,"E 52ND ST and BROOKLYN AVE
KANSAS CITY
(39.032146, -94.55953)"
